date,open,high,low,close,volume
2020-01-02,111.79875011480483,113.06919045701852,109.7575728633205,111.86650848388672,30667439
2020-01-03,111.45996661045818,111.85803893520594,109.7745111732584,110.5706558227539,20469248
2020-01-06,110.10483213501053,110.31657219680862,108.85133458777035,109.42726135253906,25936979
2020-01-07,109.68134461699813,111.0110783187653,109.2578645219518,109.57123565673828,22327793
2020-01-08,109.24941219676676,109.9015623135142,108.45326745830792,109.16471099853516,16180218
2020-01-09,109.25786535883941,111.12117520659834,108.62264521140429,110.75698852539062,25549057
2020-01-10,110.52831035341192,113.53502176383527,110.52831035341192,113.17082214355469,42969542
2020-01-13,113.71287552198707,118.57443188162519,113.7044105722013,118.28646850585938,49604194
2020-01-14,118.6591463856985,119.15037200013109,117.0499140183339,117.35482025146484,19907317
2020-01-15,117.3548184144187,120.95439972972846,117.34635346381579,119.25201416015625,23478904
2020-01-16,119.25201203462241,120.26836180317095,117.98157159303962,119.13343811035156,14535988
2020-01-17,119.64159901041069,120.09896477783333,117.13460393385657,117.34634399414062,14847814
2020-01-20,119.04025866749024,119.1334248064124,115.86415791821668,116.50784301757812,16753769
2020-01-21,115.61006210288258,115.61006210288258,111.80720632334426,112.3238525390625,29307308
2020-01-22,110.94332793456569,112.3662149529695,109.9015575208188,111.54466247558594,25753051
2020-01-23,111.60397201515751,111.60397201515751,105.87004666896145,106.85252380371094,41593668
2020-02-03,96.16386413574219,96.16386413574219,96.16386413574219,96.16386413574219,16763900
2020-02-04,92.31867008125938,101.6352331169828,92.31867008125938,96.9769515991211,71021426
2020-02-05,98.16269955938714,101.46584600482115,96.6381684424809,99.52630615234375,38878339
2020-02-06,100.78826077276577,101.58440540462702,98.75555506146057,100.9153060913086,30655105
2020-02-07,101.00000620070205,102.4228996282906,99.61099195731722,102.12646484375,28011695
2020-02-10,101.21173485053711,103.60863355305796,100.43253308703692,102.59227752685547,22187650
2020-02-11,102.60924183776977,106.29351785760686,102.60924183776977,105.69217681884766,24577382
2020-02-12,105.44655124579637,106.08177143402406,103.98130716842851,105.43807983398438,17511362
2020-02-13,105.76838845412203,107.27598305234457,104.48948319246898,105.14163970947266,17862884
2020-02-14,105.19246265418974,106.6153561622699,103.71028218584765,104.5403060913086,16971973
2020-02-17,104.32856284743276,105.27716064453125,103.82038799469187,105.27716064453125,23816908
2020-02-18,104.85368075176338,105.2771608736012,104.18458138384435,104.50642395019531,12872775
2020-02-19,104.83674238448859,107.71640862774802,103.9050873692031,106.71699523925781,31662776
2020-02-20,107.56396035645659,110.59607984489445,107.47079420455862,110.23188018798828,33466160
2020-02-21,110.10484313964844,111.12119295314277,109.27482563304679,110.10484313964844,20743751
2020-02-24,109.5966481374874,109.5966481374874,107.30985811070032,107.64864349365234,23560124
2020-02-25,105.70064249179606,107.56395246954301,104.90449778369624,106.1241226196289,24063330
2020-02-26,104.87908877460694,107.07271270928264,104.17611021985383,105.1077651977539,21417866
2020-02-27,105.70064419080722,108.19917440046432,105.44655352530573,106.97108459472656,23573167
2020-02-28,105.02308385318337,105.04849162990585,100.78828208490984,102.14341735839844,36601211
2020-03-02,101.71991810789439,104.68427878983348,101.29643801047452,103.87966918945312,26982238
2020-03-03,104.76898039069717,106.61535399505739,104.76898039069717,105.3364486694336,23092324
2020-03-04,105.02307241761554,106.6577059806518,105.02307241761554,106.09870910644531,19757510
2020-03-05,107.18282118497562,114.23800155003096,106.71699046726606,112.81510162353516,56561987
2020-03-06,111.79875832153564,114.23800809319017,110.10483774090632,110.16413116455078,29165822
2020-03-09,108.4109134580287,108.62265352337641,106.75087212111792,107.013427734375,24115041
2020-03-10,106.97108427682203,111.48538404949674,106.88638308071054,110.64688873291016,30529621
2020-03-11,112.22224362707658,112.47633431057267,109.68136263929371,110.0201416015625,18634487
2020-03-12,107.4623209333287,108.50408494935297,106.59842426733813,106.7508773803711,25120766
2020-03-13,101.63523814508135,106.05637203827949,100.68664026281459,103.83733367919922,34787850
2020-03-16,102.82098038463387,103.66794067369709,96.90072977338433,98.23892211914062,36516581
2020-03-17,96.97695873975341,99.58559813266656,91.96295508762044,95.27456665039062,35075248
2020-03-18,95.87589333840546,98.22197674240785,90.36218701510596,91.61568450927734,39853762
2020-03-19,89.60840568677577,90.62475550019094,83.53569519696735,86.533935546875,59505689
2020-03-20,88.35488996559624,92.87766090429993,88.26172382437508,92.03070068359375,41464102
2020-03-23,88.08386445011912,90.20126503786237,87.27078339984097,88.65979766845703,32523729
2020-03-24,90.692508274112,93.0724645915865,89.81166880807089,92.38642883300781,35369923
2020-03-25,95.79120797600982,97.36655464007241,94.72403619607839,96.53653717041016,30653043
2020-03-26,95.68957377766795,98.5014816047199,94.77485513877545,96.4603042602539,20663823
2020-03-27,97.90860305214704,99.77191946865166,97.90860305214704,98.08646392822266,23221948
2020-03-30,95.55406334819007,96.57041315070853,94.60546546052356,95.7996826171875,20267000
2020-03-31,97.40043171625993,98.74709545311053,96.60428698923987,97.89167022705078,18378831
2020-04-01,98.2473841340836,99.08587293075333,96.92612827729573,97.39195251464844,17423352
2020-04-02,96.55347563051674,99.19599413191371,96.146931837304,99.14517211914062,18614941
2020-04-03,99.68722025651654,101.18634353891883,98.92496119012242,99.5347671508789,17409640
2020-04-07,102.14340634110474,105.51431102825084,102.14340634110474,105.12471008300781,29094750
2020-04-08,105.14164023010254,106.70851533038145,104.54029925482982,105.886962890625,19897262
2020-04-09,107.26752582127676,108.07213554056587,104.18459077339394,105.85310363769531,15754120
2020-04-10,105.85308812811958,109.08847581802706,105.19245374740264,107.14046478271484,19740989
2020-04-13,105.99707794189453,107.580889494198,105.19246181697908,105.99707794189453,14302218
2020-04-14,107.23363950868324,109.15624292597084,106.03942243515297,108.63111877441406,19122788
2020-04-15,108.80898919658502,110.34198524957435,107.74181742476222,108.14836120605469,16165318
2020-04-16,107.57241841369644,108.24151775707854,106.31044304440677,106.80168151855469,18568998
2020-04-17,107.70793243621851,109.85074081482843,107.34373927364649,109.0969467163086,23298889
2020-04-20,110.03708547064323,110.51138119175464,109.15625240623478,109.52043914794922,13076416
2020-04-21,108.47867590159152,109.21552722111163,105.93779502204528,107.10659790039062,20395528
2020-04-22,107.17434488881456,110.94332167014726,106.22574713498071,110.31656646728516,26021836
2020-04-23,111.1211699626402,113.74675161756872,110.78239106943036,111.01953887939453,21176848
2020-04-24,111.15505878463853,112.89131681647092,109.57123445844718,111.55313110351562,16386676
2020-04-27,112.23070771916174,113.17083419439174,110.42669101967958,112.4339828491211,15753482
2020-04-28,115.18659720660972,119.607730868574,113.92462174648674,117.72747802734375,42077345
2020-04-29,117.72747963565057,118.70147879413608,113.49267820990774,113.85686492919922,28764004
2020-04-30,114.76312285140585,117.89687343680028,113.50962520196585,115.00873565673828,22623055
